f	lambda_1	lambda_2	lambda_3	lambda_4	lambda_5	lambda_6	lambda_7	lambda_8	lambda_9	lambda_10	lambda_11	lambda_12	lambda_13	lambda_14	lambda_15
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (-3.272713988497915125e+04+5.809888522416355954e+03j)	 (-1.839037092853311833e+03-7.583980281401241541e+01j)	 (4.765990383268983805e+02-7.283407463708475404e+01j)	 (-4.160134500452818429e+01-2.912633742339284293e+00j)	 (2.436708828346961653e+01-3.960115606457998094e+00j)	 (-3.115531007351208803e-01-2.925305091978056687e-02j)	 (-1.822788502993591686e-01+2.033196390346542204e-01j)	 (5.417586314554672516e-03-2.223391316389389596e-02j)	 (-3.595335142571343817e-02+1.545161977520194581e-02j)	 (-8.456580285255215282e-03-1.847753143764815226e-02j)	 (1.081593212838599823e-04+1.715679410153379131e-02j)	 (1.064341206919014980e-02+3.079825388697222856e-03j)	 (8.904807057468627773e-04+1.597493789727288949e-04j)	 (-9.767768283259268269e-01+1.501008716565289447e+00j)	 (-9.467698684336502699e-04+7.875910599600978099e-03j)
 (3.200000000000000000e+01+0.000000000000000000e+00j)	 (-3.634357889670737495e+04+6.819040461570877596e+03j)	 (-1.794279320635700060e+03-7.325476793003163323e+01j)	 (4.513560813456712140e+02-7.272186996451146968e+01j)	 (-3.994931050576404630e+01-2.861894259082804037e+00j)	 (2.676467092045702145e+01-5.637903302560880014e+00j)	 (-3.100998276363859940e-01-3.057992159766318926e-02j)	 (-2.152795056977266919e-01+2.598350655244281993e-01j)	 (4.914860495179831229e-03-2.119820155892809463e-02j)	 (-3.574379102877906639e-02+1.448875737115977967e-02j)	 (-9.444047206987861431e-03-1.733592080583138198e-02j)	 (2.251922317186267220e-03+1.652446671763727754e-02j)	 (1.017003846156575714e-02+3.007791252416784199e-03j)	 (8.812601484609191519e-04+2.023410118472069241e-04j)	 (-1.030385758669338570e+00+1.803758907167601011e+00j)	 (-1.657183929224011545e-03+7.254137271111152536e-03j)
 (3.300000000000000000e+01+0.000000000000000000e+00j)	 (-4.058382790930947522e+04+8.073238468491344975e+03j)	 (-1.751088508037046267e+03-7.088355752892647388e+01j)	 (4.294801264534553411e+02-7.314075423163316714e+01j)	 (-3.837365839394944089e+01-2.813824846930287560e+00j)	 (2.944679918202361080e+01-8.671232647101472679e+00j)	 (-3.156926150150202726e-01-3.573695748691711749e-02j)	 (-2.367601924631939359e-01+3.404869805487098500e-01j)	 (4.425198759138188054e-03-2.021022679177337730e-02j)	 (-3.559281871182164159e-02+1.356970800670377619e-02j)	 (-1.032490315836926201e-02-1.609675587905607524e-02j)	 (3.905525240601228146e-03+1.626281497900222001e-02j)	 (9.689461745990453345e-03+2.809485593811391572e-03j)	 (8.608520661458487306e-04+2.405199715623164035e-04j)	 (-9.984475654316687931e-01+2.214609953278380061e+00j)	 (-2.146616066564707367e-03+6.471490078783267118e-03j)
 (3.400000000000000000e+01+0.000000000000000000e+00j)	 (-4.559709429563450249e+04+9.649226592355336834e+03j)	 (-1.709452469958240044e+03-6.878214034685187528e+01j)	 (4.103289157669136102e+02-7.407130894092388473e+01j)	 (-3.687063837230151364e+01-2.768130440774126733e+00j)	 (3.164931483019175928e+01-1.390075541622812239e+01j)	 (-3.284737757306074868e-01-3.949024789546252967e-02j)	 (-2.318248678258188200e-01+4.496788541892609015e-01j)	 (3.936651855643088713e-03-1.926017879051463225e-02j)	 (-3.549401736190455070e-02+1.270308797751094204e-02j)	 (-1.108471956417049833e-02-1.477850011289055104e-02j)	 (5.137297610231479801e-03+1.620484676163658905e-02j)	 (9.229887639405111310e-03+2.502267338999112495e-03j)	 (8.307028408279024242e-04+2.735994966020869473e-04j)	 (-7.594993769397812011e-01+2.716493537892284316e+00j)	 (-2.451665431879508725e-03+5.683871526127502738e-03j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)	 (-5.158146195455594716e+04+1.165333054805934080e+04j)	 (-1.669459173758214774e+03-6.693982350040970175e+01j)	 (3.934408999288810946e+02-7.552571410532573282e+01j)	 (-3.543691349682367786e+01-2.722151953063252972e+00j)	 (3.129998333044203918e+01-2.170526184875376785e+01j)	 (-3.459424481301679455e-01-3.849393019997345705e-02j)	 (-1.661276546746041916e-01+5.820654536864443562e-01j)	 (3.435900702730212974e-03-1.833805625260577499e-02j)	 (-3.544281344914555765e-02+1.189366803719672967e-02j)	 (-1.170743091579745654e-02-1.341698709495678030e-02j)	 (6.053756561673924799e-03+1.630222380099831392e-02j)	 (8.793993134099242076e-03+2.106199091663609867e-03j)	 (7.921863597325165150e-04+3.011064449912428422e-04j)	 (-1.726038624758338969e-01+3.128165105800437384e+00j)	 (-2.639798747295746609e-03+4.933710558755476788e-03j)
 (3.600000000000000000e+01+0.000000000000000000e+00j)	 (-5.880551679479669838e+04+1.424061907932690156e+04j)	 (-1.631163980673209153e+03-6.513714044742560816e+01j)	 (3.783807991158882942e+02-7.765085476013416610e+01j)	 (-3.406870836237380473e+01-2.670569434341985016e+00j)	 (2.541914022873473300e+01-2.983603805302199774e+01j)	 (-3.644533498723280251e-01-3.159031914954604781e-02j)	 (-2.539168186389192667e-04+6.768655260202349755e-01j)	 (2.910657792709873092e-03-1.742644225766780755e-02j)	 (-3.542954713348712287e-02+1.114998065573151280e-02j)	 (-1.219053453119293452e-02-1.204385036071658512e-02j)	 (6.747889991129594166e-03+1.651514965265112045e-02j)	 (8.376396258906421838e-03+1.659218161603638088e-03j)	 (7.466021095967723771e-04+3.226269268012201441e-04j)	 (6.356522413061173049e-01+3.092463290090758044e+00j)	 (-2.748789555290887237e-03+4.227520976297042578e-03j)
 (3.700000000000000000e+01+0.000000000000000000e+00j)	 (-6.763088485000655055e+04+1.764620675800463141e+04j)	 (-1.594327508958452427e+03-6.313490097943213186e+01j)	 (3.645569532924571376e+02-8.060997821301187116e+01j)	 (-3.275457645204183876e+01-2.608053471703093429e+00j)	 (1.483171660356991772e+01-3.228781858161161722e+01j)	 (-3.807850766315893920e-01-1.997877706261227265e-02j)	 (2.005812612002144391e-01+6.313914296142987270e-01j)	 (2.353493484854222648e-03-1.649782597555474531e-02j)	 (-3.543632287995279045e-02+1.048219938724853639e-02j)	 (-1.255386845029356040e-02-1.070035964674356278e-02j)	 (7.267257774181441234e-03+1.679539858045418083e-02j)	 (7.969550567295929575e-03+1.197756052151263901e-03j)	 (6.955737484659682427e-04+3.380973161626222179e-04j)	 (1.174104230212274613e+00+2.584761601961428124e+00j)	 (-2.794661882332631370e-03+3.563154010434807766e-03j)
 (3.800000000000000000e+01+0.000000000000000000e+00j)	 (-7.854642106337888981e+04+2.222190610391891460e+04j)	 (-1.558642088741969474e+03-6.099120145849532548e+01j)	 (3.515062172478467915e+02-8.418760894688440999e+01j)	 (-3.147714201028687597e+01-2.542058588869561486e+00j)	 (6.902317649313376435e+00-2.808010119185212616e+01j)	 (-3.935924657099848512e-01-6.324538432617651980e-03j)	 (2.988378341640144931e-01+4.887900065533566929e-01j)	 (1.765604722202537401e-03-1.551908785437352591e-02j)	 (-3.544097733304796966e-02+9.896328462796274636e-03j)	 (-1.281424661325891896e-02-9.413953747450758483e-03j)	 (7.686866517585144547e-03+1.717216382168755898e-02j)	 (7.549291676508878071e-03+7.356895129034678356e-04j)	 (6.402375494207040172e-04+3.474105620115363583e-04j)	 (1.273451252726423899e+00+2.035068343180535866e+00j)	 (-2.787605524836700432e-03+2.936698626593359403e-03j)
 (3.900000000000000000e+01+0.000000000000000000e+00j)	 (-9.223595433341243188e+04+2.850264077509887284e+04j)	 (-1.524005805875680835e+03-5.886536391271730650e+01j)	 (3.390652762192387968e+02-8.838645371162752440e+01j)	 (-3.023827240935888838e+01-2.489045922355408447e+00j)	 (3.715881364974547907e+00-2.279770828589082043e+01j)	 (-4.033518891001464657e-01+7.187037159279980117e-03j)	 (2.977234392044997291e-01+3.656743321437982419e-01j)	 (1.165801379230944120e-03-1.444501629870796611e-02j)	 (-3.540576156378600486e-02+9.389308913249266864e-03j)	 (-1.300167429645301964e-02-8.210217799605432770e-03j)	 (8.127276260195321136e-03+1.759510456687279553e-02j)	 (7.093066599565332579e-03+3.104076726567595685e-04j)	 (5.815687154848785644e-04+3.509463821161328814e-04j)	 (1.152297500293242072e+00+1.665279583085601978e+00j)	 (-2.732921796529088915e-03+2.349370604986029086e-03j)
 (4.000000000000000000e+01+0.000000000000000000e+00j)	 (-1.096805046717197401e+05+3.733764331440280512e+04j)	 (-1.490416535884383165e+03-5.683364452006536283e+01j)	 (3.269188018592560070e+02-9.341119232052056987e+01j)	 (-2.904715859236691244e+01-2.450071333931586715e+00j)	 (2.963368221989933549e+00-1.875007574153396916e+01j)	 (-4.112875834032467814e-01+1.938811593455783480e-02j)	 (2.595651016798486421e-01+2.908919302542151697e-01j)	 (6.092879214540738737e-04-1.324069554012304376e-02j)	 (-3.529007686972913949e-02+8.931863459549738496e-03j)	 (-1.314261999658845881e-02-7.107048488807584177e-03j)	 (8.649820583670017604e-03+1.796635026873870736e-02j)	 (6.603592012051530055e-03-4.595042361662258004e-05j)	 (5.205188849190594495e-04+3.493705752910414731e-04j)	 (9.747288784201810774e-01+1.455514233298480065e+00j)	 (-2.632857965429563282e-03+1.805791539429443772e-03j)
 (4.100000000000000000e+01+0.000000000000000000e+00j)	 (-1.323130399362750468e+05+5.013036216011430224e+04j)	 (-1.457871123941872838e+03-5.491101607355295755e+01j)	 (3.145574134071556500e+02-9.942931845928193013e+01j)	 (-2.790677316986979406e+01-2.418171362572909544e+00j)	 (3.142787767451226344e+00-1.590505207578905633e+01j)	 (-4.186612539491494922e-01+2.999084215591376473e-02j)	 (2.157504123756261716e-01+2.511110971832685723e-01j)	 (1.773217856252431426e-04-1.190953357504508092e-02j)	 (-3.506933175308578343e-02+8.461173949924525109e-03j)	 (-1.325862448321653460e-02-6.122380341794448830e-03j)	 (9.241445450020303182e-03+1.816438609929133322e-02j)	 (6.096835628930818117e-03-3.128861240458891330e-04j)	 (4.581176883626424047e-04+3.435971469064436176e-04j)	 (7.999084096310128400e-01+1.349326442334898957e+00j)	 (-2.491297713445004419e-03+1.314351799360671466e-03j)
 (4.200000000000000000e+01+0.000000000000000000e+00j)	 (-1.622642379059629748e+05+6.929964890513323189e+04j)	 (-1.426349969876342584e+03-5.309241175787266798e+01j)	 (3.013417744712585886e+02-1.066019072112474788e+02j)	 (-2.681457129188842003e+01-2.392934985627888533e+00j)	 (3.636993890101045679e+00-1.391996662650011451e+01j)	 (-4.263891560653204071e-01+3.944198480487345893e-02j)	 (1.761526281985075215e-01+2.328108934241108208e-01j)	 (-6.675275875468125069e-05-1.050031068051048358e-02j)	 (-3.476348005143761050e-02+7.912005264579391114e-03j)	 (-1.336669888488763343e-02-5.254199175176001504e-03j)	 (9.853542722400141299e-03+1.803258667010056160e-02j)	 (5.595283103562259837e-03-4.739861856019148847e-04j)	 (3.948320751370491604e-04+3.345981462824665787e-04j)	 (6.449376589005600957e-01+1.307798374151579068e+00j)	 (-2.315485625510748172e-03+8.792430535576730918e-04j)
 (4.300000000000000000e+01+0.000000000000000000e+00j)	 (-2.027498577661073359e+05+9.922264313976983249e+04j)	 (-1.395822150299647092e+03-5.136787965128352340e+01j)	 (2.863810948475167493e+02-1.150105177741370852e+02j)	 (-2.576492265691450001e+01-2.370866592102363057e+00j)	 (4.213226735325415362e+00-1.250941453007973259e+01j)	 (-4.350560365118890105e-01+4.828455913507293668e-02j)	 (1.426807179254238334e-01+2.274225384936660044e-01j)	 (-9.032137988400653998e-05-9.103521103336341055e-03j)	 (-3.444536200953567107e-02+7.237451885176027742e-03j)	 (-1.346993057400341746e-02-4.505394929060417379e-03j)	 (1.029417706307422450e-02+1.752459215853040264e-02j)	 (5.127020718105770522e-03-5.357551799732271402e-04j)	 (3.315582918889411037e-04+3.232365741462431556e-04j)	 (5.116538808495534330e-01+1.307022761594315075e+00j)	 (-2.115986900925223568e-03+5.043968335752129243e-04j)
 (4.400000000000000000e+01+0.000000000000000000e+00j)	 (-2.586274928396163159e+05+1.482813954663614568e+05j)	 (-1.366252623142217772e+03-4.972702922706380235e+01j)	 (2.683198345857337017e+02-1.245379282102889960e+02j)	 (-2.475494876012988854e+01-2.346112733680755902e+00j)	 (4.780999418316167926e+00-1.148950831896600455e+01j)	 (-4.447695572437016520e-01+5.684382715918854384e-02j)	 (1.152461254941145596e-01+2.299053007255303649e-01j)	 (8.699129377509373694e-05-7.804449768276508145e-03j)	 (-3.419721050349693731e-02+6.437109700614447420e-03j)	 (-1.356620522788452507e-02-3.868205787572011507e-03j)	 (1.035694816489164324e-02+1.674087299275564197e-02j)	 (4.713796718283736441e-03-5.169990283387444112e-04j)	 (2.692948750091991037e-04+3.103401228843956795e-04j)	 (3.982251631811019599e-01+1.332743529979094177e+00j)	 (-1.904321808081700564e-03+1.876643046249545585e-04j)
 (4.500000000000000000e+01+0.000000000000000000e+00j)	 (-3.369270011085427250e+05+2.335941024583538529e+05j)	 (-1.337606437621008581e+03-4.816372450173690822e+01j)	 (2.451215832994577681e+02-1.346510259581622222e+02j)	 (-2.378792959089541625e+01-2.325343866127152825e+00j)	 (5.310378213241850887e+00-1.074036063731395352e+01j)	 (-4.550939956525745789e-01+6.578690030944044087e-02j)	 (9.302238211299863890e-02+2.371727631722688745e-01j)	 (3.960614764694488717e-04-6.654040015614593774e-03j)	 (-3.404822056926456314e-02+5.576478827813834138e-03j)	 (-1.365858274621122893e-02-3.332344781119520299e-03j)	 (9.975921286734678109e-03+1.587257721386227741e-02j)	 (4.368089450027331719e-03-4.431081633900167942e-04j)	 (2.088208404829501878e-04+2.966153860107343548e-04j)	 (3.014355070830115890e-01+1.376216758134030993e+00j)	 (-1.689643840493996888e-03-7.630960428333466515e-05j)
 (4.600000000000000000e+01+0.000000000000000000e+00j)	 (-4.460137266454575583e+05+3.927154960626337561e+05j)	 (-1.309845202142706512e+03-4.667020120519955384e+01j)	 (2.138920836257842097e+02-1.434038838040968074e+02j)	 (-2.285152814530486509e+01-2.302560436879273809e+00j)	 (5.791749798345096067e+00-1.018275994498043602e+01j)	 (-4.663245797966430461e-01+7.505294711375286310e-02j)	 (7.506170710625995057e-02+2.472532913752120698e-01j)	 (7.750066286377531397e-04-5.671185546448119855e-03j)	 (-3.402795122952420592e-02+4.703567557277503301e-03j)	 (-1.374542125230067066e-02-2.888357100776021893e-03j)	 (9.247305949976880948e-03+1.512766069912455276e-02j)	 (4.087076878032378825e-03-3.369573196008843652e-04j)	 (1.510930015058449126e-04+2.819745557676094994e-04j)	 (2.183463040010417411e-01+1.431886497583433782e+00j)	 (-1.479831480500236416e-03-2.953565958509199105e-04j)
 (4.700000000000000000e+01+0.000000000000000000e+00j)	 (-5.868349228062320035e+05+7.143714555682977661e+05j)	 (-1.282934984743845916e+03-4.524275028146342947e+01j)	 (1.711437144486177431e+02-1.458215167088200701e+02j)	 (-2.195008275303012724e+01-2.284811037648999843e+00j)	 (6.221678374649381560e+00-9.765885006310824679e+00j)	 (-4.779893692617719347e-01+8.502204504775172367e-02j)	 (6.053737577196628694e-02+2.589128600805757352e-01j)	 (1.166536459465599600e-03-4.835093482615521708e-03j)	 (-3.409695890023999726e-02+3.871029324953377797e-03j)	 (-1.382631297352578115e-02-2.519739087168187171e-03j)	 (8.379554038482103784e-03+1.455044667524456672e-02j)	 (3.864827632757426683e-03-2.150691917238142304e-04j)	 (9.632948107561678053e-05+2.660607483732504519e-04j)	 (1.468506702942193320e-01+1.496239376041471614e+00j)	 (-1.282058525437010940e-03-4.777861837243162603e-04j)
 (4.800000000000000000e+01+0.000000000000000000e+00j)	 (-7.108064738386040553e+05+1.433631642020686530e+06j)	 (-1.256842363776243474e+03-4.387566870996445090e+01j)	 (1.160186444594188657e+02-1.309364225308539460e+02j)	 (-2.108183753247561398e+01-2.266803324400005870e+00j)	 (6.608693125795876533e+00-9.454067794018977011e+00j)	 (-4.899349194762407378e-01+9.532718336890598498e-02j)	 (4.861082901288119040e-02+2.715138404302547270e-01j)	 (1.542182103953006157e-03-4.123109085403942400e-03j)	 (-3.423056615286516197e-02+3.087918783321063655e-03j)	 (-1.390047169911578021e-02-2.212854935104853135e-03j)	 (7.718873256733190490e-03+1.404871577164957391e-02j)	 (3.693739988733736948e-03-8.580283403157538675e-05j)	 (4.355638765920345865e-05+2.475606073305745250e-04j)	 (8.437066774826863791e-02+1.567429466091337709e+00j)	 (-1.103833679998875161e-03-6.209173060322827585e-04j)
 (4.900000000000000000e+01+0.000000000000000000e+00j)	 (-4.463115760360499844e+05+3.536947214401350357e+06j)	 (-1.231534734730641958e+03-4.256498155432070973e+01j)	 (5.972357805501590633e+01-8.329319447329926618e+01j)	 (-2.024463335008628562e+01-2.249484450462349461e+00j)	 (6.954745507229708856e+00-9.223680775969761214e+00j)	 (-5.021683897667600371e-01+1.055709665426602661e-01j)	 (3.852104713162829430e-02+2.842366555531129491e-01j)	 (1.843284710442882196e-03-3.511220578266899869e-03j)	 (-3.435451265214595901e-02+2.368207663259263695e-03j)	 (-1.394331937767243415e-02-1.953272453720434308e-03j)	 (8.150758205878507953e-03+1.257206269430343089e-02j)	 (3.591784330946597159e-03+5.339026276366997591e-05j)	 (-1.529111847352831012e-05+2.286571295160270024e-04j)	 (2.965373399564454407e-02+1.644183503678256386e+00j)	 (-9.348696065434659083e-04-6.811707712595430324e-04j)
 (5.100000000000000000e+01+0.000000000000000000e+00j)	 (-4.460580567216333002e+05-3.537157502573232166e+06j)	 (-1.183149674163844793e+03-4.009981343891057293e+01j)	 (5.958501534489556661e+01+8.322066825504502674e+01j)	 (-1.864808530473690240e+01-2.219124058295864010e+00j)	 (7.547077932924152854e+00-8.928597865603517647e+00j)	 (-5.311436772322043476e-01+1.313340770426531245e-01j)	 (2.215123576818766454e-02+3.162005644665956683e-01j)	 (2.478023777938888426e-03-2.400803043057023623e-03j)	 (-3.484617413103208855e-02+9.333708954485218532e-04j)	 (-1.437790211783760048e-02-1.809961352395693477e-03j)	 (-3.458687175762872792e-03+1.379696313277441883e-02j)	 (3.239026499698133017e-03+1.679494851060754006e-04j)	 (-7.520646913044729638e-05+2.023800774626377823e-04j)	 (-6.194805484270689971e-02+1.810310090193079979e+00j)	 (-5.389432604895848244e-04-1.116852093978202599e-03j)
 (5.200000000000000000e+01+0.000000000000000000e+00j)	 (-7.105898858370948583e+05-1.433655589968272718e+06j)	 (-1.160015038311933267e+03-3.893864324570780155e+01j)	 (1.158406289753182961e+02+1.308881183449570926e+02j)	 (-1.788764792118406888e+01-2.203084814623926135e+00j)	 (7.800912477743284335e+00-8.840723070480400736e+00j)	 (-5.444177365432170124e-01+1.437862108929908178e-01j)	 (1.685077899488749559e-02+3.304498019913478246e-01j)	 (2.695532871927328999e-03-1.977343369692206865e-03j)	 (-3.506375378283187877e-02+3.455196990387935079e-04j)	 (-1.448555443451849528e-02-1.576839855387549439e-03j)	 (-3.160381029043030001e-03+1.513750515464091020e-02j)	 (3.180309941978703460e-03+2.869528704837285963e-04j)	 (-1.222125597140794073e-04+1.775630874436119155e-04j)	 (-1.009119438263621077e-01+1.898638043446362333e+00j)	 (-4.335976553072784143e-04-1.167374681183354617e-03j)
 (5.300000000000000000e+01+0.000000000000000000e+00j)	 (-5.866816847456485266e+05-7.143592268919746857e+05j)	 (-1.137551063386904843e+03-3.782234755031478812e+01j)	 (1.708608397749125061e+02+1.457998382678892426e+02j)	 (-1.715772008837969409e+01-2.189574964205094787e+00j)	 (8.033113331539555091e+00-8.779472395310166988e+00j)	 (-5.584767998944092371e-01+1.568163131089552742e-01j)	 (1.176696885083970689e-02+3.453269317186257181e-01j)	 (2.883862628856964389e-03-1.548779981312969163e-03j)	 (-3.527200855984662098e-02-2.671047825595285132e-04j)	 (-1.462998563376502296e-02-1.417381366346282629e-03j)	 (-4.124901259333208815e-03+1.571846728968740933e-02j)	 (3.110861218917101382e-03+3.819992871539029775e-04j)	 (-1.596729010442520403e-04+1.568707604139194748e-04j)	 (-1.364837905808877205e-01+1.990058723407036156e+00j)	 (-3.048825088139687405e-04-1.232389227245677321e-03j)
