f	1DC-2_dc	2DC-2_dc	3DC-2_dc
 (6.320000000000000000e+02+0.000000000000000000e+00j)	 (2.107640956141131408e-02+9.976984486081953707e-03j)	 (-1.137247508279608590e-02-1.298443997015217601e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.137247508279520120e-02-1.298443997015243274e-02j)	 (2.612041150679536919e-02+6.989104498310843433e-03j)	 (-3.968794846435998863e-03+1.957500784015673775e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.968794846435667531e-03+1.957500784015590162e-02j)	 (5.044001945373992844e-03-2.987879987774811306e-03j)
 (6.330000000000000000e+02+0.000000000000000000e+00j)	 (2.120519422907239659e-02+9.962732506094255230e-03j)	 (-1.152331860840546257e-02-1.290237098611461165e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.152331860840512257e-02-1.290237098611313193e-02j)	 (2.624268941296957480e-02+7.013108110555872285e-03j)	 (-3.957034591288540598e-03+1.957215163304526495e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.957034591290681247e-03+1.957215163304457800e-02j)	 (5.037495183892230777e-03-2.949624395550556367e-03j)
 (6.350000000000000000e+02+0.000000000000000000e+00j)	 (2.146285026278259983e-02+9.927614190026381319e-03j)	 (-1.182421242783350361e-02-1.273182178620868923e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.182421242783462598e-02-1.273182178620823127e-02j)	 (2.648746825414575318e-02+7.054431279446736480e-03j)	 (-3.933580926477792811e-03+1.956665869144568609e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-3.933580926477296680e-03+1.956665869144506159e-02j)	 (5.024617991374441192e-03-2.873182910584279586e-03j)
 (6.370000000000000000e+02+0.000000000000000000e+00j)	 (2.171951084075433858e-02+9.881628015150648037e-03j)	 (-1.212275871562800388e-02-1.255064029105948560e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.212275871562837684e-02-1.255064029106046398e-02j)	 (2.673148081367302323e-02+7.084845474935355138e-03j)	 (-3.910242574084973541e-03+1.956141970331704699e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.910242574085806208e-03+1.956141970331727251e-02j)	 (5.011969972914617592e-03-2.796782540205719828e-03j)
 (6.390000000000000000e+02+0.000000000000000000e+00j)	 (2.197875726039628247e-02+9.824931461835250887e-03j)	 (-1.242277140845807204e-02-1.235866988012730011e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.242277140845857338e-02-1.235866988012640846e-02j)	 (2.697817702797722372e-02+7.104549499451446280e-03j)	 (-3.886926673731766306e-03+1.955641996365376986e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-3.886926673732249427e-03+1.955641996365248964e-02j)	 (4.999419767585600721e-03-2.720381962394006082e-03j)
 (6.410000000000000000e+02+0.000000000000000000e+00j)	 (2.223523598931183287e-02+9.758338018291873306e-03j)	 (-1.271875284681882323e-02-1.215714895572087353e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.271875284681780321e-02-1.215714895572128813e-02j)	 (2.722234283457218573e-02+7.114269217648440391e-03j)	 (-3.863733660841675924e-03+1.955170592843928634e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.863733660842982170e-03+1.955170592844062555e-02j)	 (4.987106845249372929e-03-2.644068800640626132e-03j)
 (6.420000000000000000e+02+0.000000000000000000e+00j)	 (2.236414662480087218e-02+9.722007191871037679e-03j)	 (-1.286708985919504319e-02-1.205337266791767399e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.286708985919422440e-02-1.205337266791826033e-02j)	 (2.734512007616145962e-02+7.116062148945726668e-03j)	 (-3.852139014608910519e-03+1.954946239297286614e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.852139014606530479e-03+1.954946239297508659e-02j)	 (4.980973451361869406e-03-2.605945042914099494e-03j)
 (6.440000000000000000e+02+0.000000000000000000e+00j)	 (2.262094736134751677e-02+9.639592902550795164e-03j)	 (-1.316172328273718106e-02-1.183608141577491106e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.316172328273678381e-02-1.183608141577520943e-02j)	 (2.758980398508022874e-02+7.109919085042072477e-03j)	 (-3.829013668156333247e-03+1.954513367474660854e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.829013668155071236e-03+1.954513367474800326e-02j)	 (4.968856623740212052e-03-2.529673817502635976e-03j)
 (6.460000000000000000e+02+0.000000000000000000e+00j)	 (2.287490935618833807e-02+9.545346201378125672e-03j)	 (-1.345221581086888246e-02-1.160709564147699435e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.345221581086821806e-02-1.160709564147595178e-02j)	 (2.783186187191323199e-02+7.091929817613408689e-03j)	 (-3.805984359211768073e-03+1.954104502860273818e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.805984359213727877e-03+1.954104502860127754e-02j)	 (4.956952515715424071e-03-2.453416383770461954e-03j)
 (6.480000000000000000e+02+0.000000000000000000e+00j)	 (2.312793045959827751e-02+9.441374565490892601e-03j)	 (-1.374076385958762636e-02-1.136846896868465295e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.374076385958599746e-02-1.136846896868336926e-02j)	 (2.807309901331990487e-02+7.064153765894826825e-03j)	 (-3.782994919235439964e-03+1.953724037737068070e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-3.782994919234630715e-03+1.953724037737079172e-02j)	 (4.945168553715935736e-03-2.377220799605287999e-03j)
 (6.490000000000000000e+02+0.000000000000000000e+00j)	 (2.325386342295731809e-02+9.386148756620379605e-03j)	 (-1.388410692078523301e-02-1.124597932779381436e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.388410692078631894e-02-1.124597932779277873e-02j)	 (2.819318693523957184e-02+7.046989211855978971e-03j)	 (-3.771518621673464189e-03+1.953545350911495282e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.771518621671573340e-03+1.953545350911436301e-02j)	 (4.939323512292290858e-03-2.339159544769106504e-03j)
 (6.510000000000000000e+02+0.000000000000000000e+00j)	 (2.350088848710136027e-02+9.266528958766923063e-03j)	 (-1.416488168908646914e-02-1.099198924419716311e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.416488168908565382e-02-1.099198924419936101e-02j)	 (2.842872684061650834e-02+7.003490675489324434e-03j)	 (-3.748663931556353492e-03+1.953204709020132934e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.748663931555857361e-03+1.953204709020204752e-02j)	 (4.927838353510602225e-03-2.263038283266265247e-03j)
 (6.530000000000000000e+02+0.000000000000000000e+00j)	 (2.374670283601140394e-02+9.134808659388624769e-03j)	 (-1.444339189082752446e-02-1.072576519819090808e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.444339189082815070e-02-1.072576519818984123e-02j)	 (2.866315281607684923e-02+6.947906597013457121e-03j)	 (-3.725821178946407859e-03+1.952888083801084668e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.725821178946054409e-03+1.952888083800999666e-02j)	 (4.916449980070455167e-03-2.186902062384515205e-03j)
 (6.550000000000000000e+02+0.000000000000000000e+00j)	 (2.398605697121115876e-02+8.993657827139699135e-03j)	 (-1.471425684113708554e-02-1.045040690294855162e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.471425684113487550e-02-1.045040690294920735e-02j)	 (2.889134899158227535e-02+6.882816422362237133e-03j)	 (-3.703090426086397963e-03+1.952599390911704050e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.703090426088205545e-03+1.952599390911620089e-02j)	 (4.905292020360073335e-03-2.110841404774565014e-03j)
 (6.570000000000000000e+02+0.000000000000000000e+00j)	 (2.422257773219310684e-02+8.842264669565605070e-03j)	 (-1.498132457295733161e-02-1.016479714501502922e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.498132457295743396e-02-1.016479714501456605e-02j)	 (2.911681738269011541e-02+6.807447667973327149e-03j)	 (-3.680383727686522763e-03+1.952338077003947306e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.680383727686451639e-03+1.952338077004154779e-02j)	 (4.894239650498860388e-03-2.034817001584196712e-03j)
 (6.580000000000000000e+02+0.000000000000000000e+00j)	 (2.433907919395038311e-02+8.762016253192169563e-03j)	 (-1.511266701997517579e-02-1.001741626213852390e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.511266701997486007e-02-1.001741626213946239e-02j)	 (2.922784875822860562e-02+6.765219488271610911e-03j)	 (-3.669046497508701796e-03+1.952216062821629516e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.669046497507609788e-03+1.952216062821796397e-02j)	 (4.888769564285000944e-03-1.996796764914306709e-03j)
 (6.600000000000000000e+02+0.000000000000000000e+00j)	 (2.456563389306657200e-02+8.593120524039769142e-03j)	 (-1.536791271094507978e-02-9.714360240252753464e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.536791271094542152e-02-9.714360240255065851e-03j)	 (2.944364656609705158e-02+6.672366169461465581e-03j)	 (-3.646453902093191399e-03+1.951989563067682565e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.646453902092787643e-03+1.951989563067443520e-02j)	 (4.878012673023480843e-03-1.920754354579428747e-03j)
 (6.620000000000000000e+02+0.000000000000000000e+00j)	 (2.478757158732026317e-02+8.414680700384875867e-03j)	 (-1.561760965630367044e-02-9.401796243354411733e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.561760965630229134e-02-9.401796243353556515e-03j)	 (2.965494048421199458e-02+6.569915834569870633e-03j)	 (-3.623890458108213961e-03+1.951790977334500604e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.623890458108751725e-03+1.951790977334488114e-02j)	 (4.867368896886084019e-03-1.844764865824668511e-03j)
 (6.640000000000000000e+02+0.000000000000000000e+00j)	 (2.500309501843295951e-02+8.227124831745232306e-03j)	 (-1.585987251689057256e-02-9.080221817364139344e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.585987251689118666e-02-9.080221817364042200e-03j)	 (2.985997713612831284e-02+6.458296505087899111e-03j)	 (-3.601379056825695230e-03+1.951620085638551549e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.601379056823055848e-03+1.951620085638464466e-02j)	 (4.856882117705502329e-03-1.768828326660976764e-03j)
 (6.650000000000000000e+02+0.000000000000000000e+00j)	 (2.510645562211786044e-02+8.130207812706759934e-03j)	 (-1.597608251708426338e-02-8.916404849251222467e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.597608251708452012e-02-8.916404849252311873e-03j)	 (2.995820999432531953e-02+6.399338636945062740e-03j)	 (-3.590175545010183822e-03+1.951544475872896145e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.590175545010516455e-03+1.951544475872937431e-02j)	 (4.851754372204072907e-03-1.730869175752067311e-03j)
 (6.670000000000000000e+02+0.000000000000000000e+00j)	 (2.531065070576989443e-02+7.926253030570967056e-03j)	 (-1.620534679549998427e-02-8.578334908331736175e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.620534679549994958e-02-8.578334908332504657e-03j)	 (3.015214365741350835e-02+6.271348704321569323e-03j)	 (-3.567734984086635888e-03+1.951409009047080576e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-3.567734984085758551e-03+1.951409009046982390e-02j)	 (4.841492951647890022e-03-1.654904326256535904e-03j)
 (6.690000000000000000e+02+0.000000000000000000e+00j)	 (2.550449738171603475e-02+7.715182013215316978e-03j)	 (-1.642309071273891086e-02-8.233406477251879046e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.642309071273748838e-02-8.233406477251513020e-03j)	 (3.033597150595276210e-02+6.136181535219045399e-03j)	 (-3.545392715178754400e-03+1.951301979243251494e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.545392715179422269e-03+1.951301979243243861e-02j)	 (4.831474124226199304e-03-1.579000477994129629e-03j)
 (6.710000000000000000e+02+0.000000000000000000e+00j)	 (2.569170343738686607e-02+7.495094833945921756e-03j)	 (-1.663330052898497752e-02-7.879407958266982856e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.663330052898575467e-02-7.879407958267255208e-03j)	 (3.051325364130216822e-02+5.991966925661649374e-03j)	 (-3.523062477939880796e-03+1.951221610949124829e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.523062477939381196e-03+1.951221610949079033e-02j)	 (4.821550203919305888e-03-1.503127908275384310e-03j)
 (6.730000000000000000e+02+0.000000000000000000e+00j)	 (2.586913023173393819e-02+7.265564827387303165e-03j)	 (-1.683261144971113024e-02-7.515909885318952134e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.683261144971107820e-02-7.515909885319768322e-03j)	 (3.068091934677618163e-02+5.838329903721676227e-03j)	 (-3.500782672904363766e-03+1.951165082887203195e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.500782672901064322e-03+1.951165082887303809e-02j)	 (4.811789115050042753e-03-1.427234923659567549e-03j)
 (6.740000000000000000e+02+0.000000000000000000e+00j)	 (2.595245998555441302e-02+7.147420807237253419e-03j)	 (-1.692633767010599116e-02-7.330782598278524041e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.692633767010508564e-02-7.330782598277805866e-03j)	 (3.075947013335198627e-02+5.758160795072689124e-03j)	 (-3.489681991224602518e-03+1.951144276561342372e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-3.489681991225261713e-03+1.951144276561222676e-02j)	 (4.807010147790006377e-03-1.389260012168727632e-03j)
 (6.760000000000000000e+02+0.000000000000000000e+00j)	 (2.611477229415129844e-02+6.906019040195382833e-03j)	 (-1.710895115942786052e-02-6.955413101548755216e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.710895115942845032e-02-6.955413101546940695e-03j)	 (3.091226226439870023e-02+5.592636501644036862e-03j)	 (-3.467471328846989317e-03+1.951126621332883310e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-3.467471328847790760e-03+1.951126621332620326e-02j)	 (4.797489970246079927e-03-1.313382538561015970e-03j)
 (6.780000000000000000e+02+0.000000000000000000e+00j)	 (2.626733100131278809e-02+6.658067916668205036e-03j)	 (-1.728083632303975548e-02-6.573540210877555114e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.728083632304176775e-02-6.573540210875934015e-03j)	 (3.105545175693779497e-02+5.420524690972197343e-03j)	 (-3.445305906250599806e-03+1.951136594536796026e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.445305906249519073e-03+1.951136594536707555e-02j)	 (4.788120755633809740e-03-1.237543225700696433e-03j)
 (6.800000000000000000e+02+0.000000000000000000e+00j)	 (2.640707550021777553e-02+6.404629043759510129e-03j)	 (-1.743870587007742903e-02-6.186273308029129926e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.743870587007595452e-02-6.186273308031987883e-03j)	 (3.118605014051463106e-02+5.242922697712685924e-03j)	 (-3.423221121323641401e-03+1.951170869650488068e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.423221121321861574e-03+1.951170869650624765e-02j)	 (4.778974640292296683e-03-1.161706346036548787e-03j)
 (6.810000000000000000e+02+0.000000000000000000e+00j)	 (2.647329553342028102e-02+6.273356627045832690e-03j)	 (-1.751364208858448984e-02-5.987882053791612584e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.751364208858416371e-02-5.987882053789671429e-03j)	 (3.124770338488313745e-02+5.149609428678748185e-03j)	 (-3.412155477179184670e-03+1.951196077542335580e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.412155477179275309e-03+1.951196077542364724e-02j)	 (4.774407851464774165e-03-1.123747198375974962e-03j)
 (6.830000000000000000e+02+0.000000000000000000e+00j)	 (2.659588342953973436e-02+6.011082602087039137e-03j)	 (-1.765279158795379430e-02-5.591741897325944351e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.765279158795252101e-02-5.591741897326756201e-03j)	 (3.136138261179467757e-02+4.963166405677470541e-03j)	 (-3.390132515057263027e-03+1.951268846852610359e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.390132515058558865e-03+1.951268846852605848e-02j)	 (4.765499182247117868e-03-1.047916196407099433e-03j)
 (6.850000000000000000e+02+0.000000000000000000e+00j)	 (2.670851800788818370e-02+5.742555377734189295e-03j)	 (-1.778111266591547029e-02-5.189215897091471047e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.778111266591741318e-02-5.189215897092599485e-03j)	 (3.146520273167296294e-02+4.770459969290135466e-03j)	 (-3.368113186360209219e-03+1.951368910601421897e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.368113186360445141e-03+1.951368910601271670e-02j)	 (4.756684723789469070e-03-9.720954084370377404e-04j)
 (6.870000000000000000e+02+0.000000000000000000e+00j)	 (2.680814360236910554e-02+5.468849466320398547e-03j)	 (-1.789531489960859145e-02-4.781408668134412392e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.789531489961028107e-02-4.781408668136776820e-03j)	 (3.155617809832825943e-02+4.572606009646494434e-03j)	 (-3.346130266497364218e-03+1.951492693369511963e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.346130266493447213e-03+1.951492693369666354e-02j)	 (4.748034495966894225e-03-8.962434566666066743e-04j)
 (6.890000000000000000e+02+0.000000000000000000e+00j)	 (2.689356763787950633e-02+5.192073891035871996e-03j)	 (-1.799411719205773474e-02-4.370519511615360113e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.799411719205688126e-02-4.370519511613951517e-03j)	 (3.163315917100194968e-02+4.371708257365051337e-03j)	 (-3.324208434320473620e-03+1.951639877525061101e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.324208434321372207e-03+1.951639877524982691e-02j)	 (4.739591533115180069e-03-8.203656336752615519e-04j)
 (6.900000000000000000e+02+0.000000000000000000e+00j)	 (2.693244057011570658e-02+5.051867992692405523e-03j)	 (-1.803938528435428471e-02-4.163198305351146176e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.803938528435536023e-02-4.163198305350269274e-03j)	 (3.166783760087241856e-02+4.269432453090870466e-03j)	 (-3.313244482498737056e-03+1.951724234380032216e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-3.313244482498436949e-03+1.951724234379984338e-02j)	 (4.735397030755898393e-03-7.824355396086357141e-04j)
 (6.920000000000000000e+02+0.000000000000000000e+00j)	 (2.700148650754640237e-02+4.770287523779163930e-03j)	 (-1.812049150499213043e-02-3.747435940692136515e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.812049150499329270e-02-3.747435940692427948e-03j)	 (3.172862057057729279e-02+4.063682304542133583e-03j)	 (-3.291352812395880595e-03+1.951913919271182005e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.291352812394622920e-03+1.951913919271222597e-02j)	 (4.727134063038325451e-03-7.066052192387403501e-04j)
 (6.940000000000000000e+02+0.000000000000000000e+00j)	 (2.705664826924196811e-02+4.488371227038135368e-03j)	 (-1.818652933512510464e-02-3.331379631868721606e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.818652933512578465e-02-3.331379631869851778e-03j)	 (3.177573690061470668e-02+3.857606168793614471e-03j)	 (-3.269527448425586097e-03+1.952127991700659815e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.269527448425423033e-03+1.952127991700632406e-02j)	 (4.719088631371210277e-03-6.307650582374072293e-04j)
 (6.960000000000000000e+02+0.000000000000000000e+00j)	 (2.709869581036236999e-02+4.202316032216836181e-03j)	 (-1.823849032285142224e-02-2.910862968309860851e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.823849032285219246e-02-2.910862968309264106e-03j)	 (3.180982691231196841e-02+3.647446613819879842e-03j)	 (-3.247687202403291146e-03+1.952366289520311368e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.247687202401806656e-03+1.952366289520172243e-02j)	 (4.711131101954091349e-03-5.548694184029331119e-04j)
 (6.970000000000000000e+02+0.000000000000000000e+00j)	 (2.711496550562864788e-02+4.061093716238204157e-03j)	 (-1.825926158393918752e-02-2.702555469353679768e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.825926158393887180e-02-2.702555469353652012e-03j)	 (3.182222970073787099e-02+3.544145395901610388e-03j)	 (-3.236813220329941634e-03+1.952495803954356832e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.236813220331232269e-03+1.952495803954411996e-02j)	 (4.707264195102914793e-03-5.169483203353460697e-04j)
 (6.990000000000000000e+02+0.000000000000000000e+00j)	 (2.713924209653190492e-02+3.775508980183651594e-03j)	 (-1.829198623513973720e-02-2.282532159446652373e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.829198623514056987e-02-2.282532159447693207e-03j)	 (3.183879266709710443e-02+3.334416763841432582e-03j)	 (-3.215032610019078266e-03+1.952775465894945883e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.215032610018172740e-03+1.952775465894979537e-02j)	 (4.699550570567816339e-03-4.410922163350572064e-04j)
 (7.010000000000000000e+02+0.000000000000000000e+00j)	 (2.714972451463159783e-02+3.490094026759835676e-03j)	 (-1.830980867255254524e-02-1.862526898961824884e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.830980867255247932e-02-1.862526898962487331e-03j)	 (3.184172402067649010e-02+3.124900143281858934e-03j)	 (-3.193278398234097957e-03+1.953079047007808336e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.193278398233326872e-03+1.953079047007996380e-02j)	 (4.691999506049329693e-03-3.651938834738161703e-04j)
 (7.030000000000000000e+02+0.000000000000000000e+00j)	 (2.714627665847520535e-02+3.207181808857240222e-03j)	 (-1.831250157885839017e-02-1.444971656690919931e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.831250157885716198e-02-1.444971656689385351e-03j)	 (3.183092952177556112e-02+2.917920511931505929e-03j)	 (-3.171570056580651047e-03+1.953405973080466623e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.171570056583475610e-03+1.953405973080431929e-02j)	 (4.684652863292541707e-03-2.892612969313806547e-04j)
 (7.050000000000000000e+02+0.000000000000000000e+00j)	 (2.713137847922265922e-02+2.924837579694040610e-03j)	 (-1.830286143208583946e-02-1.027829473253399212e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.830286143208539190e-02-1.027829473252367051e-03j)	 (3.180879585513031460e-02+2.711505632609169381e-03j)	 (-3.149867951214767314e-03+1.953761178922860248e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.149867951216561018e-03+1.953761178922826594e-02j)	 (4.677417375904536351e-03-2.133319470928297067e-04j)
 (7.060000000000000000e+02+0.000000000000000000e+00j)	 (2.712009916960324285e-02+2.784065355789870286e-03j)	 (-1.829391141769779600e-02-8.196292945415774300e-04j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.829391141769905194e-02-8.196292945419434567e-04j)	 (3.179393972120267420e-02+2.608685443025832509e-03j)	 (-3.139025510225089757e-03+1.953950143633134684e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.139025510223965656e-03+1.953950143632981681e-02j)	 (4.673840551607548986e-03-1.753799127657000752e-04j)
 (7.080000000000000000e+02+0.000000000000000000e+00j)	 (2.708755763107345213e-02+2.507472117271556788e-03j)	 (-1.826501117711830727e-02-4.082430731604217052e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.826501117711717276e-02-4.082430731601947816e-04j)	 (3.175444116258838156e-02+2.408019384768696463e-03j)	 (-3.117393786653057351e-03+1.954343429454348177e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.117393786654734395e-03+1.954343429454537956e-02j)	 (4.666883531509958584e-03-9.945273249773752379e-05j)
 (7.100000000000000000e+02+0.000000000000000000e+00j)	 (2.704148049653577399e-02+2.232016293516932842e-03j)	 (-1.822156033906474279e-02+2.400190744382139549e-06j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.822156033906523892e-02+2.400190745042350910e-06j)	 (3.170150802100293874e-02+2.208565696957681245e-03j)	 (-3.095732769969404986e-03+1.954762112384738140e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-3.095732769968513771e-03+1.954762112384622261e-02j)	 (4.660027524470945585e-03-2.345059656527487206e-05j)
 (7.120000000000000000e+02+0.000000000000000000e+00j)	 (2.698535906925640313e-02+1.962889291421987883e-03j)	 (-1.816698474246968009e-02+4.065792714010481312e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.816698474246911804e-02+4.065792714023821336e-04j)	 (3.163874144651535741e-02+2.015410202177134874e-03j)	 (-3.074142283519315857e-03+1.955206733212645764e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.074142283521725388e-03+1.955206733212733888e-02j)	 (4.653382377252230501e-03+5.252091075419722949e-05j)
 (7.140000000000000000e+02+0.000000000000000000e+00j)	 (2.691816611065411119e-02+1.696385960294519157e-03j)	 (-1.810043340345192375e-02+8.083986124749701491e-04j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.810043340345220825e-02+8.083986124734713480e-04j)	 (3.156500454911559395e-02+1.824904080658037997e-03j)	 (-3.052543215359259515e-03+1.955679384759789752e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.052543215358440726e-03+1.955679384759919509e-02j)	 (4.646838438462882678e-03+1.285181203719764839e-04j)
 (7.150000000000000000e+02+0.000000000000000000e+00j)	 (2.687980705925334390e-02+1.564895729214976772e-03j)	 (-1.806196515613930562e-02+1.007653401025188598e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.806196515613932643e-02+1.007653401026089570e-03j)	 (3.152343030002029839e-02+1.731439751147788482e-03j)	 (-3.041741836160061045e-03+1.955924575709153471e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.041741836158836330e-03+1.955924575709260677e-02j)	 (4.643623240772189013e-03+1.665440219349270971e-04j)
 (7.170000000000000000e+02+0.000000000000000000e+00j)	 (2.679476223549352373e-02+1.308343119445706370e-03j)	 (-1.797572008142475294e-02+1.399729102454385201e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.797572008142368435e-02+1.399729102454514438e-03j)	 (3.143213336011058817e-02+1.550966915029420266e-03j)	 (-3.020178446369813606e-03+1.956431330023333803e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.020178446370874389e-03+1.956431330023276557e-02j)	 (4.637371124608514854e-03+2.426237955801785300e-04j)
