f	lambda_1	lambda_2	lambda_3	lambda_4	lambda_5	lambda_6	lambda_7	lambda_8	lambda_9	lambda_10	lambda_11	lambda_12	lambda_13	lambda_14	lambda_15
 (6.560000000000000000e+02+0.000000000000000000e+00j)	 (-2.834014109445184104e+01-5.152014608776596116e-01j)	 (-1.958172964925289605e+01-4.718077589872263777e-01j)	 (-4.352139389749104526e-01-3.161596956881706499e-01j)	 (1.782427113491971582e+01-1.969817620923738799e+00j)	 (8.741632939818316794e-02-1.926547586491951384e-03j)	 (1.436474180582505630e-02-1.488643812978611598e-02j)	 (1.635339995011896264e+01-1.482866575122164132e+00j)	 (2.228177965739533417e-02+8.612115317554649985e-02j)	 (-5.485560335545668770e-02+1.021037448923278884e-01j)	 (1.405477278923751294e-01+6.043198190470327330e-02j)	 (-3.709595942202178250e-03+6.050825617845300222e-03j)	 (2.198723842309640956e-03+9.173535625515870026e-04j)	 (2.703794288417718170e-02+5.229061419297222069e-03j)	 (-8.383216013910266273e-02-1.599663852973134681e-01j)	 (2.692110166632796231e-01-2.161781911085649543e-01j)
 (6.580000000000000000e+02+0.000000000000000000e+00j)	 (-2.812218771775560811e+01-5.130877414914543078e-01j)	 (-1.944343546655110799e+01-4.706289641346191321e-01j)	 (-4.323527326913531033e-01-3.089097217703112852e-01j)	 (1.785703371945294649e+01-1.982780689441191679e+00j)	 (8.826263280558631352e-02-3.452272657332033793e-04j)	 (1.414239958507640046e-02-1.476709912126732138e-02j)	 (1.638017625718868331e+01-1.490237462962383796e+00j)	 (2.232254614373877649e-02+8.649253064303312477e-02j)	 (-5.486394647317054118e-02+1.024995335215189429e-01j)	 (1.418316237897180310e-01+6.096068552951816599e-02j)	 (-3.703129688875302604e-03+6.051257251222604341e-03j)	 (2.201827258780945408e-03+9.244306140457463896e-04j)	 (2.684783829331192917e-02+4.594534656805629794e-03j)	 (-8.055997078601043193e-02-1.599595859031085199e-01j)	 (2.695329050728918485e-01-2.179913287890532791e-01j)
 (6.600000000000000000e+02+0.000000000000000000e+00j)	 (-2.790644878866103440e+01-5.110211746645176856e-01j)	 (-1.930634388346441455e+01-4.694840767280893945e-01j)	 (-4.294153758714100988e-01-3.018604090936696238e-01j)	 (1.788995690114495929e+01-1.995940456600668655e+00j)	 (8.914891316183751191e-02+1.199382704752640283e-03j)	 (1.392547629184025942e-02-1.464827608335560367e-02j)	 (1.640703392227823443e+01-1.497722236830945519e+00j)	 (2.236374529576540954e-02+8.686530161610782341e-02j)	 (-5.487231508669319219e-02+1.028970388639083300e-01j)	 (1.431189226394183889e-01+6.148077009163244872e-02j)	 (-3.696700703688688729e-03+6.051805005279292139e-03j)	 (2.204964372127534745e-03+9.315178889049007286e-04j)	 (2.662590705239821151e-02+3.988591054329831097e-03j)	 (-7.732142265966880645e-02-1.599676054442936701e-01j)	 (2.698315109118177291e-01-2.198401901199315833e-01j)
 (6.620000000000000000e+02+0.000000000000000000e+00j)	 (-2.769272684916148108e+01-5.089643085624747654e-01j)	 (-1.917034706834076374e+01-4.683374185751004171e-01j)	 (-4.264333821391167456e-01-2.949965853170269381e-01j)	 (1.792302277564312618e+01-2.009223247354249509e+00j)	 (9.006756238204266518e-02+2.707878758110721703e-03j)	 (1.371332717276483627e-02-1.453134958716682627e-02j)	 (1.643398327527489045e+01-1.505246348644068144e+00j)	 (2.240510185554940928e-02+8.723948157401618941e-02j)	 (-5.488105187913908806e-02+1.032957816659245964e-01j)	 (1.444079654955532921e-01+6.199528342356293298e-02j)	 (-3.690286495686122877e-03+6.052297504425533346e-03j)	 (2.208113028988385740e-03+9.385910587073388080e-04j)	 (2.637712812369717025e-02+3.413342147783479663e-03j)	 (-7.409761611536647141e-02-1.599636986578771847e-01j)	 (2.701156734799559089e-01-2.217267446789344121e-01j)
 (6.640000000000000000e+02+0.000000000000000000e+00j)	 (-2.748105695747386079e+01-5.068958110874526302e-01j)	 (-1.903547027296924554e+01-4.671820998676018410e-01j)	 (-4.234061982535245461e-01-2.883223785110023418e-01j)	 (1.795622183090220148e+01-2.022659571191377292e+00j)	 (9.101430897081148885e-02+4.178496612918716942e-03j)	 (1.350636084450721093e-02-1.441513393551935827e-02j)	 (1.646100671862267362e+01-1.512833380067256428e+00j)	 (2.244684814149696533e-02+8.761489817885267928e-02j)	 (-5.489004900910215978e-02+1.036960234692219929e-01j)	 (1.456986863857828718e-01+6.250250442031854425e-02j)	 (-3.683871844328623531e-03+6.052892661223636429e-03j)	 (2.211292870498256062e-03+9.456837263732044288e-04j)	 (2.610630802661172492e-02+2.868795958731160372e-03j)	 (-7.089986966293648774e-02-1.599518804216460144e-01j)	 (2.703816989554689854e-01-2.236499285504556789e-01j)
 (6.650000000000000000e+02+0.000000000000000000e+00j)	 (-2.737606502153270682e+01-5.058408887964956913e-01j)	 (-1.896849634303942977e+01-4.665988926414699756e-01j)	 (-4.218695760705881148e-01-2.850644413879455663e-01j)	 (1.797286488343176103e+01-2.029476653497027883e+00j)	 (9.149672004288264548e-02+4.897850953874281245e-03j)	 (1.340396590009496590e-02-1.435680744795727118e-02j)	 (1.647452746092291065e+01-1.516685438100071170e+00j)	 (2.246794907027549817e-02+8.780316169484382594e-02j)	 (-5.489439640544471755e-02+1.038966626800224557e-01j)	 (1.463455190617037049e-01+6.275132766391230965e-02j)	 (-3.680801149088311179e-03+6.053272582998925344e-03j)	 (2.212861188478423401e-03+9.492412230090394856e-04j)	 (2.596525718507534941e-02+2.608619266109862833e-03j)	 (-6.932517878585051085e-02-1.599515524289469026e-01j)	 (2.705046405745503701e-01-2.246227067186479798e-01j)
 (6.670000000000000000e+02+0.000000000000000000e+00j)	 (-2.716746555685022457e+01-5.038996274120742802e-01j)	 (-1.883528764837106095e+01-4.655175271441531204e-01j)	 (-4.187660912788603307e-01-2.786540960020852387e-01j)	 (1.800633718740045097e+01-2.043166386279708480e+00j)	 (9.248084111857630962e-02+6.311374440353776684e-03j)	 (1.320371898517793199e-02-1.424284189131763342e-02j)	 (1.650172377746946495e+01-1.524408960134147950e+00j)	 (2.251023529212015442e-02+8.818101529917002357e-02j)	 (-5.490387540372727859e-02+1.042992815430254516e-01j)	 (1.476427080799251335e-01+6.324857936120570345e-02j)	 (-3.674434427640588599e-03+6.053824055857281658e-03j)	 (2.216073817528401140e-03+9.563091198463882607e-04j)	 (2.566845351396735905e-02+2.112173830374759146e-03j)	 (-6.615340402499125805e-02-1.599554182635611055e-01j)	 (2.707360340318697434e-01-2.266070820846924905e-01j)
 (6.690000000000000000e+02+0.000000000000000000e+00j)	 (-2.696095999439013724e+01-5.018843035284776821e-01j)	 (-1.870323536858629865e+01-4.644010854404447830e-01j)	 (-4.156242520428994891e-01-2.724396073674404395e-01j)	 (1.803991613227655222e+01-2.057071315762074804e+00j)	 (9.348214448454995884e-02+7.685002838857044397e-03j)	 (1.300773999331553132e-02-1.412920950226318612e-02j)	 (1.652895372905451765e+01-1.532239014689957157e+00j)	 (2.255299048691868438e-02+8.856007895539509678e-02j)	 (-5.491315950367768595e-02+1.047033409261288739e-01j)	 (1.489421380147304685e-01+6.373550935219754465e-02j)	 (-3.668172180909122677e-03+6.054519475546894791e-03j)	 (2.219285134904003427e-03+9.633925023676620991e-04j)	 (2.536105803045225066e-02+1.646362884728391415e-03j)	 (-6.303114795780806467e-02-1.599574882415643884e-01j)	 (2.709435071811840956e-01-2.286232819585918008e-01j)
 (6.710000000000000000e+02+0.000000000000000000e+00j)	 (-2.675634254088892305e+01-4.999082978277560319e-01j)	 (-1.857221375302395217e+01-4.632991745536559902e-01j)	 (-4.124574977348197113e-01-2.663871308356090539e-01j)	 (1.807365544779477062e+01-2.071101698816051773e+00j)	 (9.449888351377344620e-02+9.024838483566405972e-03j)	 (1.281673520917732574e-02-1.401640238029048732e-02j)	 (1.655629655658845678e+01-1.540110399283169285e+00j)	 (2.259592519105913661e-02+8.894064678510035793e-02j)	 (-5.492293743503109255e-02+1.051087910452447177e-01j)	 (1.502439235019782382e-01+6.421696389839771923e-02j)	 (-3.661842901022533715e-03+6.055313197458382646e-03j)	 (2.222543750619612474e-03+9.704967350053579547e-04j)	 (2.504400583742200093e-02+1.208841051530117408e-03j)	 (-5.991734647757317178e-02-1.599499699011576459e-01j)	 (2.711314967753866156e-01-2.306829980030273286e-01j)
 (6.720000000000000000e+02+0.000000000000000000e+00j)	 (-2.665476928837906101e+01-4.989605099869677263e-01j)	 (-1.850710383259881198e+01-4.627714922145824139e-01j)	 (-4.108601792424762533e-01-2.634215693413937687e-01j)	 (1.809059937563657172e+01-2.078181716716996696e+00j)	 (9.501321834332121519e-02+9.681055564364514365e-03j)	 (1.272315218336481091e-02-1.396141640040796973e-02j)	 (1.657001772896716929e+01-1.544081816427701259e+00j)	 (2.261752736782270470e-02+8.913151947876923886e-02j)	 (-5.492796436483008554e-02+1.053121963161732649e-01j)	 (1.508967316703463957e-01+6.445574208034197949e-02j)	 (-3.658601453466523920e-03+6.055588487106605688e-03j)	 (2.224197148165963245e-03+9.740139762587507336e-04j)	 (2.488199921376319998e-02+1.001802131478697492e-03j)	 (-5.836461102908736820e-02-1.599509118006561537e-01j)	 (2.712151419750979953e-01-2.317286921016084023e-01j)
 (6.740000000000000000e+02+0.000000000000000000e+00j)	 (-2.645318576937727073e+01-4.970897856652791713e-01j)	 (-1.837774582540465573e+01-4.617399740576183520e-01j)	 (-4.076341270544450723e-01-2.576242459059398526e-01j)	 (1.812460689521928359e+01-2.092527621903924384e+00j)	 (9.605155329894900229e-02+1.096716408795677007e-02j)	 (1.253949584681826948e-02-1.385022108004715750e-02j)	 (1.659751649366115700e+01-1.552137098531853221e+00j)	 (2.266127245990724390e-02+8.951455840350237836e-02j)	 (-5.493801290554570921e-02+1.057202345778098240e-01j)	 (1.522057280570539017e-01+6.492490077550541749e-02j)	 (-3.652169885499747994e-03+6.056464447980348248e-03j)	 (2.227530915162275523e-03+9.811003579794394351e-04j)	 (2.455520798247782036e-02+6.066775191429401356e-04j)	 (-5.529302285291705366e-02-1.599674952895760172e-01j)	 (2.713567505919913803e-01-2.338485424169794158e-01j)
 (6.760000000000000000e+02+0.000000000000000000e+00j)	 (-2.625342887745983234e+01-4.952239391886879005e-01j)	 (-1.824939172599160742e+01-4.607040283063079666e-01j)	 (-4.043949459151969239e-01-2.519817510878826772e-01j)	 (1.815876353989273539e+01-2.107012351553268825e+00j)	 (9.709778118178175044e-02+1.222174715953640300e-02j)	 (1.235936862456522845e-02-1.374090763349221714e-02j)	 (1.662511734172797162e+01-1.560237617943124766e+00j)	 (2.270524462673624913e-02+8.989889392767211329e-02j)	 (-5.494845952853429777e-02+1.061297756609893839e-01j)	 (1.535176756357941874e-01+6.538835804473357161e-02j)	 (-3.645788713395660754e-03+6.057241849705735127e-03j)	 (2.230872837938352015e-03+9.881720987889436574e-04j)	 (2.422585799372869650e-02+2.379866857534631370e-04j)	 (-5.223246817911539330e-02-1.599739333636119865e-01j)	 (2.714771673508861727e-01-2.360115088749499268e-01j)
 (6.780000000000000000e+02+0.000000000000000000e+00j)	 (-2.605554180189326630e+01-4.933357891164069642e-01j)	 (-1.812207109827924967e+01-4.596530577420759878e-01j)	 (-4.011427175586362859e-01-2.464974269288198461e-01j)	 (1.819306027236282830e+01-2.121667462869907261e+00j)	 (9.815053412051256976e-02+1.344588454639548264e-02j)	 (1.218322243157021756e-02-1.363210254158585266e-02j)	 (1.665280276094597411e+01-1.568407982680806612e+00j)	 (2.274950135978034624e-02+9.028465267524719839e-02j)	 (-5.495910150385673737e-02+1.065407564525813339e-01j)	 (1.548323623378755898e-01+6.584413761011526089e-02j)	 (-3.639435873056029273e-03+6.058140706342066487e-03j)	 (2.234233837968444599e-03+9.952683398764174821e-04j)	 (2.389590297038297895e-02-1.071791518675833265e-04j)	 (-4.919447333590395988e-02-1.599723550474771716e-01j)	 (2.715728831067015792e-01-2.382162560814990726e-01j)
 (6.800000000000000000e+02+0.000000000000000000e+00j)	 (-2.585963819867864899e+01-4.914561225193992966e-01j)	 (-1.799585110161209656e+01-4.586159845510347499e-01j)	 (-3.978689792410493031e-01-2.411789688137858656e-01j)	 (1.822750728811248777e+01-2.136554740663608065e+00j)	 (9.920963644468230869e-02+1.463775621585790623e-02j)	 (1.201052593462122349e-02-1.352459344663023595e-02j)	 (1.668056377209581598e+01-1.576707700878263063e+00j)	 (2.279447204084283224e-02+9.067189389153003376e-02j)	 (-5.496984876982031337e-02+1.069534665470177892e-01j)	 (1.561519432024707499e-01+6.629023642947250161e-02j)	 (-3.633156983050698802e-03+6.059022039025738215e-03j)	 (2.237596573471909833e-03+1.002341116307258655e-03j)	 (2.356710794178845311e-02-4.283708434909849240e-04j)	 (-4.619722785634678558e-02-1.599796333901009615e-01j)	 (2.716362212994809511e-01-2.404575451890395010e-01j)
 (6.810000000000000000e+02+0.000000000000000000e+00j)	 (-2.576230599949267841e+01-4.906190078334775606e-01j)	 (-1.793307377549967896e+01-4.581521286896250711e-01j)	 (-3.962226700577390903e-01-2.385625013841299047e-01j)	 (1.824483278516519036e+01-2.144039133418192300e+00j)	 (9.974278649767777394e-02+1.522557653954992318e-02j)	 (1.192572317787006682e-02-1.347091633921849822e-02j)	 (1.669453084107613705e+01-1.580877115356546847e+00j)	 (2.281690734181838695e-02+9.086628468265785241e-02j)	 (-5.497554026303779623e-02+1.071604895909844118e-01j)	 (1.568142684537151554e-01+6.651245510345395184e-02j)	 (-3.630003031040875301e-03+6.059511900939496681e-03j)	 (2.239307421622268625e-03+1.005894584272875323e-03j)	 (2.340236842817426666e-02-5.814745785343001204e-04j)	 (-4.468730921763935243e-02-1.599916019097570863e-01j)	 (2.716552381503898883e-01-2.416020064108589660e-01j)
 (6.830000000000000000e+02+0.000000000000000000e+00j)	 (-2.556916355151184561e+01-4.887790043570260368e-01j)	 (-1.780838167052728238e+01-4.571386091431951515e-01j)	 (-3.929310175908471980e-01-2.334661683679016553e-01j)	 (1.827952256094543415e+01-2.159209687058764704e+00j)	 (1.008092286525974907e-01+1.637609299314513045e-02j)	 (1.175870235361526836e-02-1.336487339599502951e-02j)	 (1.672244551815541769e+01-1.589312661843151675e+00j)	 (2.286245848575105266e-02+9.125575924436464537e-02j)	 (-5.498663917263687390e-02+1.075756943095821927e-01j)	 (1.581401789109764255e-01+6.694713476028232857e-02j)	 (-3.623737382062748331e-03+6.060455621645696039e-03j)	 (2.242712801123478324e-03+1.012970651482435680e-03j)	 (2.307621315399144279e-02-8.713518111502088770e-04j)	 (-4.172206971076632825e-02-1.600021722278645864e-01j)	 (2.716722483206475136e-01-2.439082551690742173e-01j)
 (6.850000000000000000e+02+0.000000000000000000e+00j)	 (-2.537772269806773195e+01-4.869746484099435335e-01j)	 (-1.768462849372635759e+01-4.561375877469520113e-01j)	 (-3.896367054641068361e-01-2.285018276298747264e-01j)	 (1.831438188026513814e+01-2.174524612492642284e+00j)	 (1.018793927832076646e-01+1.750349657665230610e-02j)	 (1.159583422340076941e-02-1.325957183893081322e-02j)	 (1.675048635507293326e+01-1.597797725793214996e+00j)	 (2.290813600115639004e-02+9.164676680040927115e-02j)	 (-5.499817078091919637e-02+1.079924132951839560e-01j)	 (1.594694191679915940e-01+6.737621722889519660e-02j)	 (-3.617395581816002740e-03+6.061497702978845166e-03j)	 (2.246169047549909439e-03+1.020072586223226552e-03j)	 (2.275199316307047540e-02-1.143219074030088272e-03j)	 (-3.876050113874666969e-02-1.600059486997099101e-01j)	 (2.716607629330047846e-01-2.462646147499806537e-01j)
 (6.870000000000000000e+02+0.000000000000000000e+00j)	 (-2.518809440617762618e+01-4.852449653846624411e-01j)	 (-1.756187895976015767e+01-4.551827072638359173e-01j)	 (-3.863309293341065653e-01-2.236764018945614774e-01j)	 (1.834942601998209000e+01-2.190045579527754693e+00j)	 (1.029540098660232383e-01+1.860579839991207199e-02j)	 (1.143660510123172165e-02-1.315581599259743259e-02j)	 (1.677864912514823104e+01-1.606393271557061908e+00j)	 (2.295436151372861125e-02+9.203946347037834930e-02j)	 (-5.501007277232303205e-02+1.084108962133248921e-01j)	 (1.608042995989563961e-01+6.779785020854217636e-02j)	 (-3.611019336690739125e-03+6.062496655579225138e-03j)	 (2.249663028356874844e-03+1.027149670616568341e-03j)	 (2.243074697739845177e-02-1.396368749025373021e-03j)	 (-3.581823961431364334e-02-1.600210406996366297e-01j)	 (2.716117878255221996e-01-2.486665035252063616e-01j)
 (6.890000000000000000e+02+0.000000000000000000e+00j)	 (-2.500032440627708397e+01-4.835611640875373540e-01j)	 (-1.744016485518629267e+01-4.542625815848168602e-01j)	 (-3.830147289004732225e-01-2.189941407664573181e-01j)	 (1.838464160446751805e+01-2.205806170647815811e+00j)	 (1.040327652149299065e-01+1.968363394841455769e-02j)	 (1.128144699562059518e-02-1.305225829290919057e-02j)	 (1.680691250781866941e+01-1.615124495696503404e+00j)	 (2.300120620088059661e-02+9.243374617646428482e-02j)	 (-5.502209056623286187e-02+1.088312935385161995e-01j)	 (1.621445874916880581e-01+6.820988770674092649e-02j)	 (-3.604605352587819493e-03+6.063662193115335400e-03j)	 (2.253206865977965337e-03+1.034249350650477076e-03j)	 (2.211329910152918035e-02-1.633362007841341040e-03j)	 (-3.290944563109066134e-02-1.600490110014794742e-01j)	 (2.715214563117934743e-01-2.511103121480280365e-01j)
 (6.900000000000000000e+02+0.000000000000000000e+00j)	 (-2.490703850930908914e+01-4.827233655459871597e-01j)	 (-1.737964007923250520e+01-4.538005128806208432e-01j)	 (-3.813599960261597199e-01-2.166977281930271282e-01j)	 (1.840231093261137474e+01-2.213736325914134717e+00j)	 (1.045722347333995911e-01+2.021467294370490886e-02j)	 (1.120476755883682320e-02-1.300177332974780144e-02j)	 (1.682109232379981378e+01-1.619502036689912439e+00j)	 (2.302463828263731291e-02+9.263146762681608026e-02j)	 (-5.502827111639152502e-02+1.090420030507654597e-01j)	 (1.628162332364415932e-01+6.841438915354453032e-02j)	 (-3.601402598005261271e-03+6.064117656504381185e-03j)	 (2.254980718604588340e-03+1.037768488938202753e-03j)	 (2.195615547325615452e-02-1.745221934958071392e-03j)	 (-3.145359766063606649e-02-1.600593016414675884e-01j)	 (2.714652007314978244e-01-2.523515126312342871e-01j)
 (6.920000000000000000e+02+0.000000000000000000e+00j)	 (-2.472176621591339085e+01-4.810075853049057271e-01j)	 (-1.725932040689655622e+01-4.528530897064566574e-01j)	 (-3.780566982454848790e-01-2.122037974134516614e-01j)	 (1.843774708638725457e+01-2.229747143295303768e+00j)	 (1.056513282309031188e-01+2.126181006477941351e-02j)	 (1.105382016992880259e-02-1.289971751025765188e-02j)	 (1.684950953924616002e+01-1.628320261913761113e+00j)	 (2.307189143165764081e-02+9.302784046377894633e-02j)	 (-5.504079313503697224e-02+1.094647232238115248e-01j)	 (1.641617653375595787e-01+6.881610313635104503e-02j)	 (-3.595087719371243846e-03+6.065312299285464254e-03j)	 (2.258532230186808577e-03+1.044884608893809335e-03j)	 (2.164631078922127708e-02-1.960079405149179818e-03j)	 (-2.856122178012394930e-02-1.600712157136532643e-01j)	 (2.713277775014253379e-01-2.548684087672128951e-01j)
 (6.940000000000000000e+02+0.000000000000000000e+00j)	 (-2.453830654634266395e+01-4.792997358914972139e-01j)	 (-1.714001812549560455e+01-4.519188872763794107e-01j)	 (-3.747537418943159282e-01-2.078466712696570851e-01j)	 (1.847333826929413902e+01-2.246009143685943510e+00j)	 (1.067320690995185589e-01+2.228608584359297387e-02j)	 (1.090561197491330542e-02-1.279872416123472960e-02j)	 (1.687801339124713706e+01-1.637276042815726029e+00j)	 (2.311977096240721771e-02+9.342573663072373247e-02j)	 (-5.505333309403550451e-02+1.098892859682837203e-01j)	 (1.655129767264720830e-01+6.920776139152846895e-02j)	 (-3.588852506419688750e-03+6.066508269455206381e-03j)	 (2.262085082315020302e-03+1.051982975850617027e-03j)	 (2.134225643856105248e-02-2.160335949503875905e-03j)	 (-2.570660657310318287e-02-1.600888453579051851e-01j)	 (2.711488768416505102e-01-2.574250031065837274e-01j)
 (6.960000000000000000e+02+0.000000000000000000e+00j)	 (-2.435644346863776022e+01-4.777163465028742007e-01j)	 (-1.702159815021149569e+01-4.510511688075786174e-01j)	 (-3.714499060632535099e-01-2.035988946721354609e-01j)	 (1.850914635766564942e+01-2.262439435654058251e+00j)	 (1.078162491194292055e-01+2.329296032371842504e-02j)	 (1.076079541285221430e-02-1.269940724615473311e-02j)	 (1.690668835670629022e+01-1.646308490919226264e+00j)	 (2.316796112933797863e-02+9.382546618180016840e-02j)	 (-5.506653018073014161e-02+1.103156646412549735e-01j)	 (1.668703610541865945e-01+6.959453998431201771e-02j)	 (-3.582534395252310547e-03+6.067637102919252838e-03j)	 (2.265700004197602601e-03+1.059063194464886963e-03j)	 (2.104182634502664226e-02-2.347127485607560307e-03j)	 (-2.284782478181386633e-02-1.601191275898373734e-01j)	 (2.709254316319046341e-01-2.600383791256771215e-01j)
 (6.970000000000000000e+02+0.000000000000000000e+00j)	 (-2.426621405665976283e+01-4.768658250614581373e-01j)	 (-1.696278958985504204e+01-4.505887315370316615e-01j)	 (-3.698038034627474935e-01-2.015294114878907195e-01j)	 (1.852707883073791351e+01-2.270766557086044912e+00j)	 (1.083575522894773963e-01+2.378796850709143096e-02j)	 (1.068919373235418559e-02-1.264926764432710779e-02j)	 (1.692102633158520320e+01-1.650882869085431359e+00j)	 (2.319229889384029006e-02+9.402570600453087624e-02j)	 (-5.507290477503633264e-02+1.105295346170035026e-01j)	 (1.675503173472234208e-01+6.978239954966382330e-02j)	 (-3.579477036391918304e-03+6.068324435448617209e-03j)	 (2.267486593472807770e-03+1.062629835680416407e-03j)	 (2.089481078635271535e-02-2.436640350939406341e-03j)	 (-2.144325451109741279e-02-1.601288420165327131e-01j)	 (2.707997488385779361e-01-2.613559924044539517e-01j)
 (6.990000000000000000e+02+0.000000000000000000e+00j)	 (-2.408684436367021675e+01-4.752252163308740007e-01j)	 (-1.684577526296820693e+01-4.496875365297492988e-01j)	 (-3.665194235904344344e-01-1.974622333271494334e-01j)	 (1.856309486405571718e+01-2.287510464456484094e+00j)	 (1.094422718827803842e-01+2.476722696559228651e-02j)	 (1.054944386531204634e-02-1.255077853774495648e-02j)	 (1.694983296055508504e+01-1.660049334006423516e+00j)	 (2.324113667576025236e-02+9.442759356586893915e-02j)	 (-5.508635639839172538e-02+1.109583797739887717e-01j)	 (1.689132158765690728e-01+7.015613841493972824e-02j)	 (-3.573109170843522149e-03+6.069630257764059567e-03j)	 (2.271148139070348730e-03+1.069745090014100758e-03j)	 (2.060220364205904084e-02-2.606893998485080091e-03j)	 (-1.861851988646457887e-02-1.601453291444767391e-01j)	 (2.705174459338547943e-01-2.640388282049924151e-01j)
 (7.010000000000000000e+02+0.000000000000000000e+00j)	 (-2.390913463052125820e+01-4.736518687325973476e-01j)	 (-1.672969082879582459e+01-4.488285057124195010e-01j)	 (-3.632394670232796940e-01-1.935093629833390116e-01j)	 (1.859929966596887851e+01-2.304482048177991960e+00j)	 (1.105292887273607721e-01+2.572848715091137842e-02j)	 (1.041243558521691252e-02-1.245362619526348656e-02j)	 (1.697877095324254526e+01-1.669335471491722567e+00j)	 (2.329040610527588831e-02+9.483110914224741894e-02j)	 (-5.510006126077438698e-02+1.113892120440237721e-01j)	 (1.702825966516477441e-01+7.052188483942337105e-02j)	 (-3.566758579417417859e-03+6.070888715786783123e-03j)	 (2.274841679989396924e-03+1.076842718974848137e-03j)	 (2.031479973530574135e-02-2.765515108103621181e-03j)	 (-1.581197347588903651e-02-1.601724058883128299e-01j)	 (2.701857645028239996e-01-2.667705010127133236e-01j)
 (7.030000000000000000e+02+0.000000000000000000e+00j)	 (-2.373313139041032471e+01-4.721267511845731457e-01j)	 (-1.661456827516652979e+01-4.480056140721614955e-01j)	 (-3.599654180731259312e-01-1.896744840604863147e-01j)	 (1.863567706299428650e+01-2.321712037414172869e+00j)	 (1.116189470358027735e-01+2.667176336823864208e-02j)	 (1.027868048177435663e-02-1.235683609567745679e-02j)	 (1.700781799600300204e+01-1.678764545602787983e+00j)	 (2.334034351733501808e-02+9.523630290539586429e-02j)	 (-5.511390015317687435e-02+1.118220023742137886e-01j)	 (1.716581970562488513e-01+7.087763221341172870e-02j)	 (-3.560383658493240702e-03+6.072287468968215821e-03j)	 (2.278575081904560956e-03+1.083954131853558057e-03j)	 (2.003264049561163246e-02-2.914268118023923340e-03j)	 (-1.303740751591523327e-02-1.602095718544425396e-01j)	 (2.698016041869558679e-01-2.695459001504347807e-01j)
 (7.050000000000000000e+02+0.000000000000000000e+00j)	 (-2.355863643787473549e+01-4.705961964861439251e-01j)	 (-1.650029478312493225e+01-4.471736933206018061e-01j)	 (-3.567081829173855412e-01-1.859398026163570916e-01j)	 (1.867221776168630498e+01-2.339130257981854921e+00j)	 (1.127087861449990597e-01+2.760022713552762533e-02j)	 (1.014747250257099984e-02-1.226146949535113391e-02j)	 (1.703698862848265705e+01-1.688263641933539505e+00j)	 (2.339068120210900312e-02+9.564296465478967779e-02j)	 (-5.512820567185812426e-02+1.122565870722348480e-01j)	 (1.730383271285940716e-01+7.122678426085901626e-02j)	 (-3.554005181020752045e-03+6.073624187621647075e-03j)	 (2.282335007930137803e-03+1.091063201874023112e-03j)	 (1.975561950634903072e-02-3.053434927325961515e-03j)	 (-1.026689632192977729e-02-1.602405135902271738e-01j)	 (2.693721060315771298e-01-2.723760538225111771e-01j)
 (7.060000000000000000e+02+0.000000000000000000e+00j)	 (-2.347194669443786097e+01-4.697993758501103345e-01j)	 (-1.644347390583893187e+01-4.467363027836633305e-01j)	 (-3.550883478254392434e-01-1.841087156694009019e-01j)	 (1.869054199445917774e+01-2.347909238082134475e+00j)	 (1.132532820504563026e-01+2.805956285362111446e-02j)	 (1.008284761398863839e-02-1.221374853916756473e-02j)	 (1.705161344961177861e+01-1.693035291983874702e+00j)	 (2.341589362873834970e-02+9.584688373627997526e-02j)	 (-5.513542627112658773e-02+1.124744145913500609e-01j)	 (1.737295228222227594e-01+7.139846183530745849e-02j)	 (-3.550829046821965713e-03+6.074373284216711029e-03j)	 (2.284217045346137280e-03+1.094639815931151318e-03j)	 (1.961921783920728135e-02-3.120394149800785350e-03j)	 (-8.883088027584256849e-03-1.602494373383598070e-01j)	 (2.691416959425170230e-01-2.738125930425276411e-01j)
 (7.080000000000000000e+02+0.000000000000000000e+00j)	 (-2.329990579515997595e+01-4.682403257224508897e-01j)	 (-1.633059469694990540e+01-4.458937268671552268e-01j)	 (-3.518569251110747476e-01-1.805370669452127652e-01j)	 (1.872730948292775111e+01-2.365692975196588499e+00j)	 (1.143433740961770639e-01+2.896356317386426793e-02j)	 (9.954616740146566764e-03-1.211909723572540676e-02j)	 (1.708092795105767792e+01-1.702712559957943128e+00j)	 (2.346704681569822953e-02+9.625579859563938856e-02j)	 (-5.514989691579892661e-02+1.129118284179162490e-01j)	 (1.751178410377615402e-01+7.173257379303302206e-02j)	 (-3.544648180632522898e-03+6.075821212166214631e-03j)	 (2.287955358743213458e-03+1.101764538790399317e-03j)	 (1.935199318474924157e-02-3.246870833166566779e-03j)	 (-6.154364930073459930e-03-1.602741596938045132e-01j)	 (2.686391397452576046e-01-2.767107553716340318e-01j)
