f	1DC-2_dc	2DC-2_dc	3DC-2_dc
 (3.950000000000000000e+02+0.000000000000000000e+00j)	 (2.172326410339645714e-02-4.819559637086792345e-03j)	 (1.545803507937849527e-02-1.130130894005156733e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.545803507937815700e-02-1.130130894004776655e-02j)	 (2.988792847012515866e-02-1.787324022207872898e-02j)	 (-7.872232867286357155e-03+2.243089892058947390e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-7.872232867290499675e-03+2.243089892058429055e-02j)	 (8.164664366745004453e-03-1.305368058493675855e-02j)
 (3.960000000000000000e+02+0.000000000000000000e+00j)	 (2.156590713487424940e-02-4.826801933728041422e-03j)	 (1.528782143275976557e-02-1.138567887230130214e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (1.528782143276100243e-02-1.138567887229738167e-02j)	 (2.970802518250733465e-02-1.783035185506967601e-02j)	 (-7.847747065908778838e-03+2.240742796367497722e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-7.847747065914551998e-03+2.240742796367358250e-02j)	 (8.142118047681215151e-03-1.300354992131371769e-02j)
 (3.980000000000000000e+02+0.000000000000000000e+00j)	 (2.125685088227150313e-02-4.832367113223638537e-03j)	 (1.495197072278346521e-02-1.154593011354178300e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (1.495197072277958464e-02-1.154593011354418733e-02j)	 (2.935432309474065790e-02-1.773591836885749298e-02j)	 (-7.799191904205891174e-03+2.236084200491759988e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.799191904201265534e-03+2.236084200492155852e-02j)	 (8.097472212417879817e-03-1.290355125565658886e-02j)
 (4.000000000000000000e+02+0.000000000000000000e+00j)	 (2.095297886229074633e-02-4.827763977772135499e-03j)	 (1.462021377718385542e-02-1.169662512941717879e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (1.462021377718370277e-02-1.169662512942246275e-02j)	 (2.900618793851524393e-02-1.763178395767394865e-02j)	 (-7.750989675263282586e-03+2.231479650388417529e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.750989675266849177e-03+2.231479650388420652e-02j)	 (8.053209076202657440e-03-1.280401997995727660e-02j)
 (4.010000000000000000e+02+0.000000000000000000e+00j)	 (2.080311379292892546e-02-4.822075968500287232e-03j)	 (1.445600336166659103e-02-1.176877386609295056e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.445600336167235551e-02-1.176877386609047164e-02j)	 (2.883434262207195536e-02-1.757653025261737487e-02j)	 (-7.727021740725226531e-03+2.229199762912267499e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.727021740729728139e-03+2.229199762912269581e-02j)	 (8.031228829194452315e-03-1.275445428413443140e-02j)
 (4.030000000000000000e+02+0.000000000000000000e+00j)	 (2.050960741587455963e-02-4.802743188491948555e-03j)	 (1.413260434253647314e-02-1.190556637097021399e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.413260434253851144e-02-1.190556637096394296e-02j)	 (2.849734782633869118e-02-1.745829403579392258e-02j)	 (-7.679523280545334091e-03+2.224673820786007492e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.679523280539553992e-03+2.224673820785998818e-02j)	 (7.987740410445205719e-03-1.265555084724204714e-02j)
 (4.050000000000000000e+02+0.000000000000000000e+00j)	 (2.022117399996594886e-02-4.773223074389923958e-03j)	 (1.381311688301819184e-02-1.203302153460489819e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.381311688302394244e-02-1.203302153460956633e-02j)	 (2.816573238443438598e-02-1.733020694190307021e-02j)	 (-7.632333431861432725e-03+2.220189627589988848e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.632333431859822902e-03+2.220189627590116871e-02j)	 (7.944558384498831213e-03-1.255698386756248439e-02j)
 (4.060000000000000000e+02+0.000000000000000000e+00j)	 (2.008038442389356582e-02-4.755618742550650827e-03j)	 (1.365620215725104475e-02-1.209400654840177454e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.365620215724538608e-02-1.209400654840034686e-02j)	 (2.800361894602197352e-02-1.726350211289995329e-02j)	 (-7.608968336210181899e-03+2.217970802740831804e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.608968336207519965e-03+2.217970802741197830e-02j)	 (7.923234522071883473e-03-1.250788337032831578e-02j)
 (4.080000000000000000e+02+0.000000000000000000e+00j)	 (1.980191867296752714e-02-4.713946831461658313e-03j)	 (1.334474196939065133e-02-1.221014120950727685e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.334474196939257687e-02-1.221014120949994071e-02j)	 (2.768265905388701473e-02-1.712393969157793849e-02j)	 (-7.562393033821893790e-03+2.213567895867818089e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-7.562393033822127110e-03+2.213567895867712271e-02j)	 (7.880740380937329218e-03-1.240999286005807847e-02j)
 (4.100000000000000000e+02+0.000000000000000000e+00j)	 (1.953012504173945105e-02-4.663586143403269241e-03j)	 (1.303855347127355277e-02-1.231832916956366458e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.303855347127878817e-02-1.231832916956162802e-02j)	 (2.736880223383247879e-02-1.697601913552850353e-02j)	 (-7.516224999962125425e-03+2.209208835764606832e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-7.516224999962266805e-03+2.209208835764482279e-02j)	 (7.838677192146117217e-03-1.231243299209925854e-02j)
 (4.110000000000000000e+02+0.000000000000000000e+00j)	 (1.939737824011585413e-02-4.635039555583164196e-03j)	 (1.288794980375052544e-02-1.236933437432288438e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.288794980375100770e-02-1.236933437432299887e-02j)	 (2.721524158826278336e-02-1.689877470465648082e-02j)	 (-7.493347033868327442e-03+2.207043361196977388e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.493347033859008507e-03+2.207043361197304557e-02j)	 (7.817863348108335109e-03-1.226373514909019635e-02j)
 (4.130000000000000000e+02+0.000000000000000000e+00j)	 (1.913555963290449954e-02-4.573315142675674766e-03j)	 (1.258966164207544342e-02-1.246718716280311584e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.258966164207411982e-02-1.246718716280628171e-02j)	 (2.691199582608964219e-02-1.674005744192599843e-02j)	 (-7.447763508516890528e-03+2.202755933833511551e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.447763508512714181e-03+2.202755933834105867e-02j)	 (7.776436193170557093e-03-1.216674229929499973e-02j)
 (4.150000000000000000e+02+0.000000000000000000e+00j)	 (1.888023520914430473e-02-4.504958320241321187e-03j)	 (1.229651687235773505e-02-1.255903720207337398e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.229651687235763617e-02-1.255903720207447206e-02j)	 (2.661565885986545699e-02-1.657512783785841659e-02j)	 (-7.402552008599118556e-03+2.198519644193450140e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.402552008617173558e-03+2.198519644193676348e-02j)	 (7.735423650755492847e-03-1.207016951763658502e-02j)
 (4.160000000000000000e+02+0.000000000000000000e+00j)	 (1.875578639359586769e-02-4.468408749467889761e-03j)	 (1.215249422866959694e-02-1.260275998164582002e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.215249422866655771e-02-1.260275998164081708e-02j)	 (2.647094264678837017e-02-1.649042374057342955e-02j)	 (-7.380158764179408498e-03+2.196420073444941071e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.380158764178290469e-03+2.196420073444224977e-02j)	 (7.715156253167967416e-03-1.202201499106268778e-02j)
 (4.180000000000000000e+02+0.000000000000000000e+00j)	 (1.851030616557668845e-02-4.389423443421649161e-03j)	 (1.186696229527832089e-02-1.268520139132233750e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.186696229528154747e-02-1.268520139132516336e-02j)	 (2.618503469159827110e-02-1.631532741543528786e-02j)	 (-7.335501073432127046e-03+2.192246035412484875e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.335501073436631256e-03+2.192246035412663552e-02j)	 (7.674728526044222524e-03-1.192590397205699898e-02j)
 (4.200000000000000000e+02+0.000000000000000000e+00j)	 (1.827237111096305378e-02-4.305153208045910292e-03j)	 (1.158737641485401738e-02-1.276283510197393292e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.158737641485155928e-02-1.276283510197605622e-02j)	 (2.590720692502820194e-02-1.613536133252158403e-02j)	 (-7.291310861555207017e-03+2.188125103769664875e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.291310861550789543e-03+2.188125103769687427e-02j)	 (7.634835814021146902e-03-1.183020812446351766e-02j)
 (4.210000000000000000e+02+0.000000000000000000e+00j)	 (1.815523266491411367e-02-4.261023351961642190e-03j)	 (1.144898578116828290e-02-1.279995236392868045e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (1.144898578117227450e-02-1.279995236392681389e-02j)	 (2.577020982330511384e-02-1.604355530667923163e-02j)	 (-7.269294144512817440e-03+2.186083859075674610e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-7.269294144509702744e-03+2.186083859074791635e-02j)	 (7.614977158411835069e-03-1.178253195467082216e-02j)
 (4.230000000000000000e+02+0.000000000000000000e+00j)	 (1.792631678740548226e-02-4.167902424220473225e-03j)	 (1.117625325417008139e-02-1.286997738108080352e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.117625325417404003e-02-1.286997738108015127e-02j)	 (2.550190388858381701e-02-1.585524910792804679e-02j)	 (-7.225573826093279611e-03+2.182028034495359439e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-7.225573826098778685e-03+2.182028034494815777e-02j)	 (7.575587101221768760e-03-1.168734668368660683e-02j)
 (4.250000000000000000e+02+0.000000000000000000e+00j)	 (1.770458726802999830e-02-4.069341926625812296e-03j)	 (1.090896048673631151e-02-1.293527007700792306e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.090896048673326360e-02-1.293527007700832204e-02j)	 (2.524124911941042979e-02-1.566179740708883994e-02j)	 (-7.182278266589628250e-03+2.178013836346631010e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.182278266585194297e-03+2.178013836347307899e-02j)	 (7.536661851340198046e-03-1.159245548047749957e-02j)
 (4.260000000000000000e+02+0.000000000000000000e+00j)	 (1.759570492150259666e-02-4.018237195684157270e-03j)	 (1.077680038870811388e-02-1.296642623532138008e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.077680038870505556e-02-1.296642623532288409e-02j)	 (2.511300287706049947e-02-1.556339924755749914e-02j)	 (-7.160718302127637956e-03+2.176025064961480127e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.160718302126401098e-03+2.176025064961850317e-02j)	 (7.517297955540814917e-03-1.154516205191312775e-02j)
 (4.280000000000000000e+02+0.000000000000000000e+00j)	 (1.738268955854613620e-02-3.912930577820638786e-03j)	 (1.051609649929367320e-02-1.302609836415307559e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.051609649929878716e-02-1.302609836415739158e-02j)	 (2.486157081032612862e-02-1.536381224980607439e-02j)	 (-7.117876251809840751e-03+2.172085653152823134e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.117876251813488007e-03+2.172085653152533782e-02j)	 (7.478881251824242606e-03-1.145088167200293029e-02j)
 (4.300000000000000000e+02+0.000000000000000000e+00j)	 (1.717671515175992272e-02-3.803291867297169289e-03j)	 (1.026062689865198455e-02-1.308203915842565471e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.026062689865033135e-02-1.308203915842179148e-02j)	 (2.461765623691949956e-02-1.516020679599460082e-02j)	 (-7.075465489759503318e-03+2.168189146208615234e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.075465489754604459e-03+2.168189146207857160e-02j)	 (7.440941085142596494e-03-1.135691492866128249e-02j)
 (4.310000000000000000e+02+0.000000000000000000e+00j)	 (1.707560916679467036e-02-3.746216123365111225e-03j)	 (1.013416153365546274e-02-1.310828660787321381e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.013416153365713848e-02-1.310828660787772063e-02j)	 (2.449763423793537703e-02-1.505622184230499816e-02j)	 (-7.054314061653795681e-03+2.166252232917027093e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.054314061655947606e-03+2.166252232917494080e-02j)	 (7.422025071160501600e-03-1.131000571897808858e-02j)
 (4.330000000000000000e+02+0.000000000000000000e+00j)	 (1.687892866624757932e-02-3.630334991618408731e-03j)	 (9.885459547752028717e-03-1.315914191734570034e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.885459547749258363e-03-1.315914191734024984e-02j)	 (2.426357883554994960e-02-1.484686843488992707e-02j)	 (-7.012413591147223513e-03+2.162421243634791990e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.012413591137568042e-03+2.162421243635086893e-02j)	 (7.384650169261505401e-03-1.121653344325242684e-02j)
 (4.350000000000000000e+02+0.000000000000000000e+00j)	 (1.668761366971621002e-02-3.510467198546585177e-03j)	 (9.640572124312357313e-03-1.320694510871792994e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (9.640572124312827423e-03-1.320694510871430263e-02j)	 (2.403516931284106067e-02-1.463387874964255930e-02j)	 (-6.970764894898236197e-03+2.158635133966832140e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-6.970764894901864371e-03+2.158635133966375214e-02j)	 (7.347555643135259863e-03-1.112341155105565742e-02j)
 (4.360000000000000000e+02+0.000000000000000000e+00j)	 (1.659423133662966260e-02-3.448929042783362674e-03j)	 (9.519703936173082651e-03-1.322959945898615104e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (9.519703936174175526e-03-1.322959945898657778e-02j)	 (2.392336607729462702e-02-1.452587282751790707e-02j)	 (-6.950056291558505232e-03+2.156755697566465485e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-6.950056291568722754e-03+2.156755697566051927e-02j)	 (7.329134740697449725e-03-1.107694378471953817e-02j)
 (4.380000000000000000e+02+0.000000000000000000e+00j)	 (1.641270420562932972e-02-3.323313514606838961e-03j)	 (9.281643853941786218e-03-1.327282027676591342e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.281643853938684532e-03-1.327282027676761865e-02j)	 (2.370536341774359679e-02-1.430751930552323116e-02j)	 (-6.908969823289497388e-03+2.153026010890793721e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.908969823271354782e-03+2.153026010892033354e-02j)	 (7.292659212087598299e-03-1.098420579092916106e-02j)
 (4.400000000000000000e+02+0.000000000000000000e+00j)	 (1.623649747836706028e-02-3.194497687287274970e-03j)	 (9.047279990584215434e-03-1.331371862153943146e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.047279990581413855e-03-1.331371862154323397e-02j)	 (2.349297868384894045e-02-1.408632890514530285e-02j)	 (-6.868147027777298484e-03+2.149342535251968014e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.868147027777832779e-03+2.149342535253672207e-02j)	 (7.256481205468403965e-03-1.089183121788832656e-02j)
 (4.410000000000000000e+02+0.000000000000000000e+00j)	 (1.615034466148923195e-02-3.129089675414578262e-03j)	 (8.931471637630880242e-03-1.333345283102768848e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.931471637631614030e-03-1.333345283103232887e-02j)	 (2.338885504068297788e-02-1.397488964979185996e-02j)	 (-6.847838017939755773e-03+2.147519894726251932e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.847838017962178808e-03+2.147519894726570081e-02j)	 (7.238510379220888281e-03-1.084579997439341116e-02j)
 (4.430000000000000000e+02+0.000000000000000000e+00j)	 (1.598323399762760846e-02-2.996105031977773503e-03j)	 (8.703330965232059652e-03-1.337115847668461296e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.703330965229546037e-03-1.337115847668170557e-02j)	 (2.318618537423355538e-02-1.375001507201185566e-02j)	 (-6.807564087466436327e-03+2.143902045720814595e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.807564087457168567e-03+2.143902045718866847e-02j)	 (7.202951376591976325e-03-1.075391004001003369e-02j)
 (4.450000000000000000e+02+0.000000000000000000e+00j)	 (1.582133255872799835e-02-2.859585240323652897e-03j)	 (8.478505392592452367e-03-1.340649369494921299e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.478505392599429424e-03-1.340649369494904819e-02j)	 (2.298896406538059739e-02-1.352185560811205479e-02j)	 (-6.767510326912869190e-03+2.140320102236374644e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.767510326912805005e-03+2.140320102238381372e-02j)	 (7.167631506672090397e-03-1.066227036780368655e-02j)
 (4.470000000000000000e+02+0.000000000000000000e+00j)	 (1.566548883958134020e-02-2.721101606356799481e-03j)	 (8.257739262299300387e-03-1.344033238268997968e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.257739262296672281e-03-1.344033238268676524e-02j)	 (2.279826040707992954e-02-1.329208395179676261e-02j)	 (-6.727858136085510671e-03+2.136784977630802260e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.727858136063771116e-03+2.136784977630292251e-02j)	 (7.132771567471194590e-03-1.057098234543068886e-02j)
 (4.480000000000000000e+02+0.000000000000000000e+00j)	 (1.558920466866422702e-02-2.650901039730936635e-03j)	 (8.148404223324211271e-03-1.345669269455358752e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.148404223323491360e-03-1.345669269454895407e-02j)	 (2.270462023034023474e-02-1.317638278353323866e-02j)	 (-6.708095605278736710e-03+2.135035080997093465e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-6.708095605280842665e-03+2.135035080995053777e-02j)	 (7.115415561682898911e-03-1.052548174377427280e-02j)
 (4.500000000000000000e+02+0.000000000000000000e+00j)	 (1.544118116258167729e-02-2.508320872766797716e-03j)	 (7.932501237328026811e-03-1.348790518559562709e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (7.932501237332717503e-03-1.348790518559224438e-02j)	 (2.252216878337786124e-02-1.294293810754943742e-02j)	 (-6.668829094791546390e-03+2.131558887347464321e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-6.668829094808019324e-03+2.131558887346578918e-02j)	 (7.080987620819898486e-03-1.043461723476475991e-02j)
